,zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move,lat,lon,customers_dlt_home,customers_dlt_job,customers_dlt_day,customers_dlt_move,nearest_mfc,logistic,mfc_chance,nearest_mfc_id,nearest_mfc_distance,metaInfo,predicted_customers_cnt_home,predicted_customers_cnt_job,predicted_customers_cnt_day,predicted_customers_cnt_move,mfc_chance_agreg,mfc_chance_balance
7752,106314,1483,1509,2096,67,55.725088228354,37.55182601169303,127,-323,-206,-17,2351.340310099836,1271,3.0277806186410956,272642201,2351.340310100189,Насление: 1550<br/><b>Прирост:</b> 1550<br/><b>Логистика:</b> 1271<br/><b>Необходимость постройки учреждения:</b> 3.0277806186410956,1610,1186,1890,50,3.036551040864365,3.0277806186410956
7753,106315,2068,3411,4224,127,55.725084613375216,37.55978447579211,-1026,266,-53,-5,2215.4043367413733,3654,2.9915310257455054,272642201,2215.404336741726,Насление: 2195<br/><b>Прирост:</b> 2195<br/><b>Логистика:</b> 3654<br/><b>Необходимость постройки учреждения:</b> 2.9915310257455054,1042,3677,4171,122,4.634485207493881,2.9915310257455054
7754,106316,5270,3824,4393,180,55.72508048286187,37.567742934063894,1966,-372,-926,-36,2188.006176191897,3471,2.9842248495986956,272642201,2188.006176191188,Насление: 5450<br/><b>Прирост:</b> 5450<br/><b>Логистика:</b> 3471<br/><b>Необходимость постройки учреждения:</b> 2.9842248495986956,7236,3452,3467,144,5.668848469973617,2.9842248495986956
7755,106317,2668,3728,4614,91,55.725075836810134,37.57570139402071,-65,230,13,-1,2078.616439312445,3743,0.32096438381655723,3066132,2078.61643931209,Насление: 2759<br/><b>Прирост:</b> 2759<br/><b>Логистика:</b> 3743<br/><b>Необходимость постройки учреждения:</b> 0.32096438381655723,2603,3958,4627,90,5.043493533593063,0.32096438381655723
7756,106318,882,2202,2970,73,55.725070675222966,37.58365985054728,-633,31,176,-7,1905.9713522936186,2098,3.0,63061982,1905.9713522932639,Насление: 955<br/><b>Прирост:</b> 955<br/><b>Логистика:</b> 2098<br/><b>Необходимость постройки учреждения:</b> 3.0,249,2233,3146,66,3.3566413730110964,3.0
7757,106319,1437,1923,2839,38,55.72506499810233,37.59161830144237,404,-433,104,3,1492.7154241630496,1526,3.0,63061982,1492.7154241623416,Насление: 1475<br/><b>Прирост:</b> 1475<br/><b>Логистика:</b> 1526<br/><b>Необходимость постройки учреждения:</b> 3.0,1841,1490,2943,41,3.2093271684001254,3.0
7758,106320,675,2698,3232,43,55.72505880544368,37.59957675324702,-656,182,202,-5,1150.569646727273,1899,3.0,63061982,1150.569646727273,Насление: 718<br/><b>Прирост:</b> 718<br/><b>Логистика:</b> 1899<br/><b>Необходимость постройки учреждения:</b> 3.0,19,2880,3434,38,3.272163408063162,3.0
7759,106321,2304,3682,4669,65,55.7250520972501,37.607535201817285,518,-407,-132,-4,958.9374442055542,3245,3.0,63061982,958.9374442052008,Насление: 2369<br/><b>Прирост:</b> 2369<br/><b>Логистика:</b> 3245<br/><b>Необходимость постройки учреждения:</b> 3.0,2822,3275,4537,61,4.544405865266042,3.0
7760,106322,1726,4381,5117,63,55.72504487352296,37.615493645923316,-39,-493,-438,-16,1007.695741708302,4235,3.0,63061982,1007.6957417065347,Насление: 1789<br/><b>Прирост:</b> 1789<br/><b>Логистика:</b> 4235<br/><b>Необходимость постройки учреждения:</b> 3.0,1687,3888,4679,47,4.811876531627444,3.0
7761,106323,3445,5274,5395,68,55.72503713426393,37.623452084335256,1264,-302,-1152,-5,1269.4404885315553,4407,3.0,63061982,1269.440488530848,Насление: 3513<br/><b>Прирост:</b> 3513<br/><b>Логистика:</b> 4407<br/><b>Необходимость постройки учреждения:</b> 3.0,4709,4972,4243,63,5.6971188145205724,3.0
7762,106324,3350,3548,4976,111,55.72502887946978,37.63141052068005,545,-347,46,-5,1217.2977670821292,4124,3.0,3066108,1217.2977670821292,Насление: 3461<br/><b>Прирост:</b> 3461<br/><b>Логистика:</b> 4124<br/><b>Необходимость постройки учреждения:</b> 3.0,3895,3201,5022,106,5.146816037103091,3.0
7763,106325,2735,7473,9672,51,55.72502010914185,37.639368953727825,1048,-1764,-243,-12,1194.4791558582347,6214,3.0,3066108,1194.479155856819,Насление: 2786<br/><b>Прирост:</b> 2786<br/><b>Логистика:</b> 6214<br/><b>Необходимость постройки учреждения:</b> 3.0,3783,5709,9429,39,7.38311373949683,3.0
7764,106326,2134,5599,6324,55,55.725010824927395,37.6473273812836,522,-1110,-1022,-9,1362.8326347727316,3848,3.0,3066086,1362.8326347720238,Насление: 2189<br/><b>Прирост:</b> 2189<br/><b>Логистика:</b> 3848<br/><b>Необходимость постройки учреждения:</b> 3.0,2656,4489,5302,46,5.400566009939474,3.0
7765,106327,3094,1825,3085,130,55.725001023539384,37.65528580210545,1227,-231,267,7,966.9044840655016,1818,3.0,3066086,966.9044840644417,Насление: 3224<br/><b>Прирост:</b> 3224<br/><b>Логистика:</b> 1818<br/><b>Необходимость постройки учреждения:</b> 3.0,4321,1594,3352,137,3.7463299211276815,3.0
7766,106328,5350,1581,3094,214,55.72499070661825,37.66324421982615,1268,-23,-35,8,715.9846673016385,3158,3.0,3066086,715.9846673016385,Насление: 5564<br/><b>Прирост:</b> 5564<br/><b>Логистика:</b> 3158<br/><b>Необходимость постройки учреждения:</b> 3.0,6618,1558,3059,222,4.499373484171883,3.0
7767,106329,3465,1692,3346,142,55.72497987416979,37.67120263030185,238,-121,254,-6,768.4413461885512,2623,3.0,3066086,768.4413461881967,Насление: 3607<br/><b>Прирост:</b> 3607<br/><b>Логистика:</b> 2623<br/><b>Необходимость постройки учреждения:</b> 3.0,3703,1571,3600,136,3.9044072737334843,3.0
7768,106330,3550,2302,3174,72,55.72496852618944,37.67916103715944,1377,-150,-116,-14,1080.975624925933,2270,3.0,3066086,1080.9756249248717,Насление: 3622<br/><b>Прирост:</b> 3622<br/><b>Логистика:</b> 2270<br/><b>Необходимость постройки учреждения:</b> 3.0,4927,2152,3058,58,4.089462636383297,3.0
7769,106331,840,2117,2758,50,55.72495666267912,37.687119439169045,-476,-439,-184,-10,1498.8837978100285,2179,3.0,3066086,1498.8837978100285,Насление: 890<br/><b>Прирост:</b> 890<br/><b>Логистика:</b> 2179<br/><b>Необходимость постройки учреждения:</b> 3.0,364,1678,2574,40,3.1127433075163187,3.0
7770,106332,1392,1654,1725,23,55.72494428364718,37.69507783121549,412,30,-146,1,1955.743839184328,915,3.0,3066086,1955.743839184328,Насление: 1415<br/><b>Прирост:</b> 1415<br/><b>Логистика:</b> 915<br/><b>Необходимость постройки учреждения:</b> 3.0,1804,1684,1579,24,2.857185626401167,3.0
7771,106333,1040,1214,1474,37,55.724931389082364,37.703036220811036,-134,-270,-347,-9,2041.0508832297326,1155,2.312127457750151,1082872582,2041.0508832297335,Насление: 1077<br/><b>Прирост:</b> 1077<br/><b>Логистика:</b> 1155<br/><b>Необходимость постройки учреждения:</b> 2.312127457750151,906,944,1127,28,2.564296898767326,2.312127457750151
7772,106334,793,1376,1700,84,55.724917978993204,37.71099460284049,98,-209,-150,-14,1560.553678787132,917,2.0011805555555555,1082872582,1560.5536787873089,Насление: 877<br/><b>Прирост:</b> 877<br/><b>Логистика:</b> 917<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,891,1167,1550,70,2.495840790197911,2.0011805555555555
7773,106335,525,537,909,61,55.724904053377344,37.71895297898802,-182,-130,5,2,1097.681407386924,669,2.0011805555555555,1082872582,1097.681407386924,Насление: 586<br/><b>Прирост:</b> 586<br/><b>Логистика:</b> 669<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,343,407,914,63,1.8666868512524375,2.0011805555555555
7774,106336,1502,1293,1366,46,55.72488961224453,37.72691134413846,429,22,-267,1,688.9259803272307,1175,2.0011805555555555,1082872582,688.9259803282913,Насление: 1548<br/><b>Прирост:</b> 1548<br/><b>Логистика:</b> 1175<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,1931,1315,1099,47,2.4650286584741012,2.0011805555555555
7775,106337,2411,1296,2177,94,55.7248746555817,37.73486970580406,627,-182,175,3,494.43950165481255,1139,2.0011805555555555,1082872582,494.43950165410416,Насление: 2505<br/><b>Прирост:</b> 2505<br/><b>Логистика:</b> 1139<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,3038,1114,2352,97,2.883259970401162,2.0011805555555555
7776,106338,2333,1096,2012,90,55.72485918339678,37.742828059840996,488,-190,112,-6,717.2579232791278,1064,2.0011805555555555,1082872582,717.2579232777132,Насление: 2423<br/><b>Прирост:</b> 2423<br/><b>Логистика:</b> 1064<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,2821,906,2124,84,2.786117532668987,2.0011805555555555
7777,106339,2863,1357,2359,128,55.72484319569286,37.75078640501943,363,-268,-69,-19,1133.394956399641,1905,2.0011805555555555,1082872582,1133.3949564003485,Насление: 2991<br/><b>Прирост:</b> 2991<br/><b>Логистика:</b> 1905<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,3226,1089,2290,109,3.317284339126729,2.0011805555555555
7778,106340,1714,1611,2464,172,55.724826692475354,37.75874473913819,-843,-39,-84,3,1598.388304683609,1882,2.0011805555555555,1082872582,1598.3883046834314,Насление: 1886<br/><b>Прирост:</b> 1886<br/><b>Логистика:</b> 1882<br/><b>Необходимость постройки учреждения:</b> 2.0011805555555555,871,1572,2380,175,3.1297397234892244,2.0011805555555555
7779,106341,2643,512,1257,137,55.7248096737312,37.7667030687382,104,-66,-171,-11,1533.7594624776648,1100,1.7401059941520463,3066142,1533.759462477665,Насление: 2780<br/><b>Прирост:</b> 2780<br/><b>Логистика:</b> 1100<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,2747,446,1086,126,2.6902071071019154,1.7401059941520463
7780,106342,1327,583,1111,71,55.72479213946951,37.774661389675614,-342,-42,-101,-1,1207.9834186917046,724,1.7401059941520463,3066142,1207.983418692764,Насление: 1398<br/><b>Прирост:</b> 1398<br/><b>Логистика:</b> 724<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,985,541,1010,70,2.1364260309817102,1.7401059941520463
7781,106343,1183,779,1141,118,55.72477408970045,37.78261969780667,133,-129,-139,8,1032.5531989206759,525,1.7401059941520463,3066142,1032.5531989206759,Насление: 1301<br/><b>Прирост:</b> 1301<br/><b>Логистика:</b> 525<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,1316,650,1002,126,2.120754607047626,1.7401059941520463
7782,106344,836,468,750,33,55.724755524407655,37.79057800064353,-139,-69,-153,-3,1083.1638341098046,388,1.7401059941520463,3066142,1083.1638341087446,Насление: 869<br/><b>Прирост:</b> 869<br/><b>Логистика:</b> 388<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,697,399,597,30,1.8025044493861289,1.7401059941520463
7783,106345,1191,353,555,34,55.7247364452481,37.798536293083615,365,20,-66,-7,1334.3378659310076,680,1.7401059941520463,3066142,1334.3378659285327,Насление: 1225<br/><b>Прирост:</b> 1225<br/><b>Логистика:</b> 680<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,1556,373,489,27,2.0228910545545293,1.7401059941520463
7784,106346,995,264,768,44,55.72471684893652,37.806494573872364,-452,-33,-93,-8,1699.3544695982916,918,1.7401059941520463,3066142,1699.3544695975836,Насление: 1039<br/><b>Прирост:</b> 1039<br/><b>Логистика:</b> 918<br/><b>Необходимость постройки учреждения:</b> 1.7401059941520463,543,231,675,36,2.044763137038899,1.7401059941520463
7785,106347,1845,427,999,84,55.72469673710928,37.81445284664889,284,13,22,-16,1627.4965890386995,734,0.8898368794326242,3066139,1627.4965890408218,Насление: 1929<br/><b>Прирост:</b> 1929<br/><b>Логистика:</b> 734<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,2129,440,1021,68,2.394805940431452,0.8898368794326242
7786,106348,1246,131,517,54,55.724676109769995,37.82241111018335,327,-31,36,-3,1304.3642276743687,419,0.8898368794326242,3066139,1304.3642276743687,Насление: 1300<br/><b>Прирост:</b> 1300<br/><b>Логистика:</b> 419<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,1573,100,553,51,1.9117739129983378,0.8898368794326242
7787,106349,2200,540,1132,103,55.724654966925144,37.83036936227466,177,-39,-205,-20,1119.8758223429554,598,0.8898368794326242,3066139,1119.8758223411874,Насление: 2303<br/><b>Прирост:</b> 2303<br/><b>Логистика:</b> 598<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,2377,501,927,83,2.342840411913847,0.8898368794326242
7788,106350,778,332,514,21,55.72463330857902,37.838327601693,204,-38,-75,-3,1143.2462594444494,419,0.8898368794326242,3066139,1143.2462594437407,Насление: 799<br/><b>Прирост:</b> 799<br/><b>Логистика:</b> 419<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,982,294,439,18,1.7728119005641005,0.8898368794326242
7789,106351,937,208,568,47,55.72461113472261,37.84628583206529,10,12,42,3,1363.8314170761405,385,0.8898368794326242,3066139,1363.8314170754336,Насление: 984<br/><b>Прирост:</b> 984<br/><b>Логистика:</b> 385<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,947,220,610,50,1.84200200674012,0.8898368794326242
7790,106352,601,179,361,27,55.72458844535987,37.85424405216169,86,-29,-33,-6,1706.8081435623083,178,0.8898368794326242,3066139,1706.8081435623083,Насление: 628<br/><b>Прирост:</b> 628<br/><b>Логистика:</b> 178<br/><b>Необходимость постройки учреждения:</b> 0.8898368794326242,687,150,328,21,1.727783004352721,0.8898368794326242
7791,106353,560,126,230,20,55.72456524050651,37.86220225686714,219,-12,-35,-1,1792.8777667318925,147,0.0,3066124,1792.8777667322458,Насление: 580<br/><b>Прирост:</b> 580<br/><b>Логистика:</b> 147<br/><b>Необходимость постройки учреждения:</b> 0.0,779,114,195,19,1.7039109921459483,0.0
7792,106359,1533,333,730,64,55.72441518752988,37.9099512474809,174,-6,-116,-2,1885.26615746404,215,0.0,3066144,1885.26615746404,Насление: 1597<br/><b>Прирост:</b> 1597<br/><b>Логистика:</b> 215<br/><b>Необходимость постройки учреждения:</b> 0.0,1707,327,614,62,2.137444025690863,0.0
7793,106360,158,29,106,15,55.7243883742118,37.91790936441082,-2,-4,8,1,2016.9599306634464,59,0.304522648176919,3066071,2016.9599306634464,Насление: 173<br/><b>Прирост:</b> 173<br/><b>Логистика:</b> 59<br/><b>Необходимость постройки учреждения:</b> 0.304522648176919,156,25,114,16,1.567016976145797,0.304522648176919
7794,106361,294,67,171,20,55.72436104539605,37.925867470681546,57,1,15,1,1883.4582687877546,54,0.0,3066071,1883.458268789172,Насление: 314<br/><b>Прирост:</b> 314<br/><b>Логистика:</b> 54<br/><b>Необходимость постройки учреждения:</b> 0.0,351,68,186,21,1.6005318762693101,0.0
7795,106828,29,13,31,1,55.7284164375261,36.962850894698704,-9,0,0,-1,24230.96266712209,16,4.0,3066122,24230.962667122087,Насление: 30<br/><b>Прирост:</b> 30<br/><b>Логистика:</b> 16<br/><b>Необходимость постройки учреждения:</b> 4.0,20,13,31,0,6.779834507532914,4.0
7796,106829,31,22,47,1,55.72845097630336,36.9708096966389,-8,-4,1,0,23812.79558253925,11,4.0,3066122,23812.79558253959,Насление: 32<br/><b>Прирост:</b> 32<br/><b>Логистика:</b> 11<br/><b>Необходимость постройки учреждения:</b> 4.0,23,18,48,1,6.685547880478072,4.0
7797,106832,50,7,41,0,55.728551497723906,36.99468620653696,0,-1,0,0,22578.285477557256,0,5.0,3066122,22578.285477556547,Насление: 50<br/><b>Прирост:</b> 50<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,50,6,41,0,6.3899690990153575,5.0
7798,106833,19,8,14,0,55.728583974310105,37.002645075690786,-1,0,-3,-1,22174.06435226417,18,4.0,3066122,22174.064352264526,Насление: 19<br/><b>Прирост:</b> 19<br/><b>Логистика:</b> 18<br/><b>Необходимость постройки учреждения:</b> 4.0,18,8,11,-1,6.284141315896945,4.0
7799,106834,23,5,12,1,55.72861593534668,37.010603961973295,8,0,-2,0,21773.823793226104,7,4.0,3066122,21773.82379322681,Насление: 24<br/><b>Прирост:</b> 24<br/><b>Логистика:</b> 7<br/><b>Необходимость постройки учреждения:</b> 4.0,31,5,10,1,6.187697950016771,4.0
7800,106835,36,0,19,1,55.72864738083122,37.01856286512599,7,0,-1,0,21377.787397386022,0,5.0,3066122,21377.78739738496,Насление: 37<br/><b>Прирост:</b> 37<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,43,0,18,1,6.095462812894781,5.0
7801,106836,44,10,25,0,55.72867831075009,37.026521781976115,9,0,-6,-1,20986.193342721184,4,4.0,3066122,20986.193342721184,Насление: 44<br/><b>Прирост:</b> 44<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,53,10,19,-1,6.008324458702735,4.0
7802,106837,54,26,55,0,55.72870872510887,37.034480714208,-13,0,-6,-1,20599.294891581518,18,4.0,3066122,20599.29489158046,Насление: 54<br/><b>Прирост:</b> 54<br/><b>Логистика:</b> 18<br/><b>Необходимость постройки учреждения:</b> 4.0,41,26,49,-1,5.930383938361908,4.0
7803,106844,77,15,70,7,55.7289071881323,37.090193652708,-21,-3,-7,-2,18047.406479892896,24,4.0,3066122,18047.406479891837,Насление: 84<br/><b>Прирост:</b> 84<br/><b>Логистика:</b> 24<br/><b>Необходимость постройки учреждения:</b> 4.0,56,12,63,5,5.331770243954075,4.0
7804,106880,402,355,446,13,55.72952879244637,37.37672570989616,76,-28,-56,-2,2942.0300872266344,170,3.551208023260483,3066092,2942.030087226811,Насление: 415<br/><b>Прирост:</b> 415<br/><b>Логистика:</b> 170<br/><b>Необходимость постройки учреждения:</b> 3.551208023260483,478,327,390,11,2.02757183901421,3.551208023260483
7805,106881,506,757,984,17,55.72953652056653,37.38468506296418,-83,-48,-23,0,2447.2245881706367,332,3.4192598901788367,3066092,2447.2245881706367,Насление: 523<br/><b>Прирост:</b> 523<br/><b>Логистика:</b> 332<br/><b>Необходимость постройки учреждения:</b> 3.4192598901788367,423,709,961,17,2.180457325083742,3.4192598901788367
7806,106882,1582,1131,1538,57,55.7295437330675,37.392644420750216,569,-239,-169,-8,1955.0994265701086,1035,3.0,3066092,1955.0994265701086,Насление: 1639<br/><b>Прирост:</b> 1639<br/><b>Логистика:</b> 1035<br/><b>Необходимость постройки учреждения:</b> 3.0,2151,892,1369,49,2.7529211090028003,3.0
7807,106883,1728,645,1144,95,55.729550429948546,37.400603782995645,265,-83,-55,-22,1468.3521742887106,1264,3.0,3066092,1468.352174289418,Насление: 1823<br/><b>Прирост:</b> 1823<br/><b>Логистика:</b> 1264<br/><b>Необходимость постройки учреждения:</b> 3.0,1993,562,1089,73,2.5205133945419376,3.0
7808,106884,5950,777,1940,216,55.72955661120685,37.40856314652751,2420,51,39,6,994.9079621419992,2391,3.0,3066092,994.9079621418228,Насление: 6166<br/><b>Прирост:</b> 6166<br/><b>Логистика:</b> 2391<br/><b>Необходимость постройки учреждения:</b> 3.0,8370,828,1979,222,4.2153071827800845,3.0
7809,106885,1966,640,1421,154,55.72956227684371,37.41652251303011,-1375,38,-308,-27,569.0032105296916,1754,3.0,3066092,569.0032105296916,Насление: 2120<br/><b>Прирост:</b> 2120<br/><b>Логистика:</b> 1754<br/><b>Необходимость постройки учреждения:</b> 3.0,591,678,1113,127,2.347268088601,3.0
7810,106886,4536,654,1893,217,55.72956742685928,37.424481883216345,1282,-110,71,-5,397.27399179381257,1726,3.0,3066092,397.2739917966416,Насление: 4753<br/><b>Прирост:</b> 4753<br/><b>Логистика:</b> 1726<br/><b>Необходимость постройки учреждения:</b> 3.0,5818,544,1964,212,3.387019693460477,3.0
7811,106887,1816,1569,2767,174,55.729572061251964,37.432441254884665,-1061,85,230,15,701.44700401504,1990,3.0,3066092,701.44700401504,Насление: 1990<br/><b>Прирост:</b> 1990<br/><b>Логистика:</b> 1990<br/><b>Необходимость постройки учреждения:</b> 3.0,755,1654,2997,189,3.0565429605123953,3.0
7812,106888,1800,550,1202,103,55.72957618002305,37.44040063069088,78,-15,69,-10,1151.6808467735914,1012,3.0,3066092,1151.6808467739454,Насление: 1903<br/><b>Прирост:</b> 1903<br/><b>Логистика:</b> 1012<br/><b>Необходимость постройки учреждения:</b> 3.0,1878,535,1271,93,2.397583254946018,3.0
7813,106889,2525,437,936,88,55.72957978317022,37.44836000649053,1038,-49,-114,6,1397.9517772420095,1001,3.0,3066074,1397.9517772405954,Насление: 2613<br/><b>Прирост:</b> 2613<br/><b>Логистика:</b> 1001<br/><b>Необходимость постройки учреждения:</b> 3.0,3563,388,822,94,2.6223902895255726,3.0
7814,106890,2080,521,1707,100,55.72958287069429,37.45631938396792,-345,-100,149,-14,1124.762808654116,1689,3.0,3066074,1124.7628086530563,Насление: 2180<br/><b>Прирост:</b> 2180<br/><b>Логистика:</b> 1689<br/><b>Необходимость постройки учреждения:</b> 3.0,1735,421,1856,86,2.679749228815683,3.0
7815,106891,5912,636,1929,160,55.72958544259593,37.464278765778865,2273,11,-1,-9,1037.3297526346598,1984,3.0,3066074,1037.3297526353663,Насление: 6072<br/><b>Прирост:</b> 6072<br/><b>Логистика:</b> 1984<br/><b>Необходимость постройки учреждения:</b> 3.0,8185,647,1928,151,4.041413142961257,3.0
7816,106892,5678,894,2015,182,55.72958749887303,37.472238145835966,2190,52,-81,-24,1177.77513850399,1242,3.0,3066074,1177.7751385046965,Насление: 5860<br/><b>Прирост:</b> 5860<br/><b>Логистика:</b> 1242<br/><b>Необходимость постройки учреждения:</b> 3.0,7868,946,1934,158,3.9135191060990175,3.0
7817,106893,2059,506,1091,107,55.72958903952652,37.480197526795045,575,-113,-14,8,1482.6985645317434,1087,3.0,3066074,1482.6985645335128,Насление: 2166<br/><b>Прирост:</b> 2166<br/><b>Логистика:</b> 1087<br/><b>Необходимость постройки учреждения:</b> 3.0,2634,393,1077,115,2.5594592110504424,3.0
7818,106894,1991,505,986,94,55.72959006455625,37.48815690839749,151,44,-87,1,1873.439432532549,683,3.0,3066074,1873.4394325321966,Насление: 2085<br/><b>Прирост:</b> 2085<br/><b>Логистика:</b> 683<br/><b>Необходимость постройки учреждения:</b> 3.0,2142,549,899,95,2.4706177385491124,3.0
7819,106895,196,129,214,28,55.729590573962184,37.49611629038468,-75,-26,-29,1,2306.7932524245866,110,3.3818115339798895,3066074,2306.7932524245866,Насление: 224<br/><b>Прирост:</b> 224<br/><b>Логистика:</b> 110<br/><b>Необходимость постройки учреждения:</b> 3.3818115339798895,121,103,185,29,1.6939076239323994,3.3818115339798895
7820,106896,770,353,645,27,55.72959056774411,37.50407567735536,160,-16,51,-5,2564.69353315148,619,3.450584942173728,3066075,2564.69353315148,Насление: 797<br/><b>Прирост:</b> 797<br/><b>Логистика:</b> 619<br/><b>Необходимость постройки учреждения:</b> 3.450584942173728,930,337,696,22,2.2060023847300254,3.450584942173728
7821,106897,1244,746,1020,54,55.72959004590224,37.51203505739333,19,25,-215,-7,2655.761362778444,725,3.47486969674073,3066075,2655.7613627777373,Насление: 1298<br/><b>Прирост:</b> 1298<br/><b>Логистика:</b> 725<br/><b>Необходимость постройки учреждения:</b> 3.47486969674073,1263,771,805,47,2.5107462266300256,3.47486969674073
7822,106898,1893,521,859,98,55.72958900843617,37.51999444092613,573,0,-89,-11,2461.8749214392715,667,3.4231666457171386,832187723,2461.87492143927,Насление: 1991<br/><b>Прирост:</b> 1991<br/><b>Логистика:</b> 667<br/><b>Необходимость постройки учреждения:</b> 3.4231666457171386,2466,521,770,87,2.6012169766677053,3.4231666457171386
7823,106899,1140,724,1396,102,55.729587455346355,37.52795382283781,-574,-56,-12,-2,2265.788699766053,1444,3.3708769866043746,832187723,2265.788699766405,Насление: 1242<br/><b>Прирост:</b> 1242<br/><b>Логистика:</b> 1444<br/><b>Необходимость постройки учреждения:</b> 3.3708769866043746,566,668,1384,100,2.6044053932609894,3.3708769866043746
7824,106900,1403,1575,2137,126,55.72958538663247,37.535913204812715,-295,-2,-74,6,2169.5410386413905,1361,3.345210943637704,832187723,2169.5410386413905,Насление: 1529<br/><b>Прирост:</b> 1529<br/><b>Логистика:</b> 1361<br/><b>Необходимость постройки учреждения:</b> 3.345210943637704,1108,1573,2063,132,3.041590393165024,3.345210943637704
7825,106901,858,2425,2918,42,55.72958280229626,37.5438725817349,160,-474,-274,-2,2171.4798505541266,2131,2.9798178294286237,272642201,2171.47985055342,Насление: 900<br/><b>Прирост:</b> 900<br/><b>Логистика:</b> 2131<br/><b>Необходимость постройки учреждения:</b> 2.9798178294286237,1018,1951,2644,40,3.4365096282661636,2.9798178294286237
7826,106902,1438,3066,3320,56,55.72957970233535,37.55183196111751,113,-246,-480,2,1895.8903682589112,1990,2.6340898692810453,272642201,1895.890368258911,Насление: 1494<br/><b>Прирост:</b> 1494<br/><b>Логистика:</b> 1990<br/><b>Необходимость постройки учреждения:</b> 2.6340898692810453,1551,2820,2840,58,3.7241018843076064,2.6340898692810453
7827,106903,2332,3593,4638,68,55.729576086751116,37.55979133881608,865,-337,175,0,1724.4174372362647,3374,2.6340898692810453,272642201,1724.4174372362647,Насление: 2400<br/><b>Прирост:</b> 2400<br/><b>Логистика:</b> 3374<br/><b>Необходимость постройки учреждения:</b> 2.6340898692810453,3197,3256,4813,68,4.822387901680653,2.6340898692810453
7828,106904,883,2438,3723,40,55.72957195554594,37.56775071068613,-185,-569,295,-1,1689.0737833607309,2533,2.6340898692810453,272642201,1689.0737833607327,Насление: 923<br/><b>Прирост:</b> 923<br/><b>Логистика:</b> 2533<br/><b>Необходимость постройки учреждения:</b> 2.6340898692810453,698,1869,4018,39,3.6327509355658094,2.6340898692810453
7829,106905,1214,3441,5344,104,55.72956730871608,37.5757100842408,-1128,-791,229,-11,1603.0012253117109,4004,0.0,3066132,1603.0012253117109,Насление: 1318<br/><b>Прирост:</b> 1318<br/><b>Логистика:</b> 4004<br/><b>Необходимость постройки учреждения:</b> 0.0,86,2650,5573,93,4.532060775159481,0.0
7830,106906,2907,3018,4534,89,55.72956214626441,37.58366945436417,718,-173,380,-4,1502.098162819529,3389,0.0,3066132,1502.098162819529,Насление: 2996<br/><b>Прирост:</b> 2996<br/><b>Логистика:</b> 3389<br/><b>Необходимость постройки учреждения:</b> 0.0,3625,2845,4914,85,4.7792888307739645,0.0
7831,106907,1815,1807,2185,46,55.72955646819293,37.5916288188547,424,-245,-436,-10,1237.6084555167374,1688,3.0,63061982,1237.608455516384,Насление: 1861<br/><b>Прирост:</b> 1861<br/><b>Логистика:</b> 1688<br/><b>Необходимость постройки учреждения:</b> 3.0,2239,1562,1749,36,3.0549174571698776,3.0
7832,106908,796,1882,2632,52,55.7295502744971,37.59958818425407,-92,-424,13,-2,792.0138366412071,1148,3.0,63061982,792.0138366412081,Насление: 848<br/><b>Прирост:</b> 848<br/><b>Логистика:</b> 1148<br/><b>Необходимость постройки учреждения:</b> 3.0,704,1458,2645,50,2.6756491976952015,3.0
7833,106909,1322,3515,3489,82,55.729543565179966,37.60754754641778,-57,217,-319,3,472.2673861973179,2508,3.0,63061982,472.2673861987333,Насление: 1404<br/><b>Прирост:</b> 1404<br/><b>Логистика:</b> 2508<br/><b>Необходимость постройки учреждения:</b> 3.0,1265,3732,3170,85,3.688418082519797,3.0
7834,106910,2915,6923,6987,96,55.729536340242966,37.6155069041158,874,-48,-824,0,564.7355395152093,5086,3.0,63061982,564.7355395152093,Насление: 3011<br/><b>Прирост:</b> 3011<br/><b>Логистика:</b> 5086<br/><b>Необходимость постройки учреждения:</b> 3.0,3789,6875,6163,96,6.365474424630128,3.0
