zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move
111558,220,231,349,5
111559,191,134,212,12
111560,309,171,255,35
111561,416,195,315,30
111562,561,249,425,31
111563,2952,663,1653,223
111564,4623,999,2435,321
111565,3353,715,1777,282
111566,1407,1856,2518,70
111567,792,883,1197,33
111568,1418,1351,1755,59
111569,923,2734,3109,51
111570,1300,3519,3986,73
111571,1332,1594,2006,90
111572,797,910,1176,64
111573,2175,1784,2593,127
111574,2441,1989,2982,97
111575,2819,1977,3118,131
111576,3119,2221,3464,121
111577,3259,5396,6782,133
111578,3224,8657,9878,200
111579,1950,6661,7510,77
111580,1399,4799,5416,69
111581,2165,7529,8514,96
111582,2696,7228,8352,137
111583,3911,12121,13863,153
111584,2628,10903,12004,122
111585,2365,6774,7719,86
111586,2303,5179,6123,114
111587,1809,2409,3112,86
111588,2588,3669,4663,116
111589,1926,2727,3479,106
111590,1128,996,1415,47
111591,2231,1214,2049,101
111592,2095,1089,1816,89
111593,3790,1818,3198,204
111594,1222,721,1129,80
111595,2749,993,1997,131
111596,3202,947,1951,169
111597,1405,520,938,68
111598,189,121,183,7
111599,199,100,157,7
111600,157,39,86,15
111601,638,119,330,29
111602,1033,459,787,57
111603,596,300,483,26
111604,877,231,510,36
111605,640,109,322,42
111606,1411,243,709,75
111607,3885,569,2053,209
111608,3704,657,1983,215
111609,2083,378,1148,116
112111,38,14,31,2
112112,67,35,59,1
112113,139,42,86,14
112114,110,67,98,2
112115,144,99,161,6
112118,391,391,553,31
112119,368,184,364,27
112120,176,89,166,5
112121,357,187,305,15
112122,557,200,369,40
112123,680,169,370,57
112124,227,1545,1649,11
112125,155,506,566,12
112126,250,456,541,21
112127,198,75,148,10
112128,586,183,411,40
112129,1058,349,725,64
112130,2628,1343,2289,138
112131,3774,1069,2271,243
112132,3653,738,1926,249
112133,2917,988,1946,161
112134,1535,1280,1807,104
112135,1311,2033,2542,60
112136,1465,3017,3455,103
112137,1709,3444,4071,102
112138,2507,2628,3572,118
112139,1801,1551,2203,74
112140,1815,1699,2324,81
112141,1838,1585,2258,130
112142,1825,1905,2597,77
112143,2150,2464,3318,106
112144,3507,3614,4978,176
112145,2933,4423,5635,102
112146,3637,6569,8116,135
112147,2899,9025,10348,137
112148,1720,4777,5470,93
112149,1711,3864,4585,75
112150,2238,5411,6370,107
112151,2619,5043,6110,103
112152,2068,5482,6251,104
112153,1361,7310,7888,51
112154,1720,5375,6085,80
112155,1552,6254,6880,67
112156,3540,6477,7828,165
112157,4072,4020,5519,198
112158,2741,1959,2943,148
112159,2419,1320,2211,140
112160,3534,1095,2257,200
112161,2497,1795,2694,186
112162,970,628,937,48
112163,1372,666,1153,83
112164,1903,1285,1961,110
112165,806,748,1011,50
112166,204,184,261,8
112167,228,99,173,16
112168,121,56,98,3
112169,152,22,71,5
112170,253,115,209,12
112171,325,110,239,14
112172,466,115,290,20
112173,553,102,322,32
112174,1223,169,637,57
112175,2833,400,1493,144
112176,3977,773,2281,211
112177,1537,257,807,102
112680,155,55,117,3
112681,94,20,50,6
112682,145,55,102,8
112683,207,99,182,8
112686,139,73,136,8
112687,98,65,107,6
112688,99,35,73,7
112689,94,36,64,6
112690,186,83,139,17
112691,325,93,194,11
112692,230,136,234,7
112693,161,157,198,4
112694,289,303,421,8
112695,794,294,574,49
112696,1280,777,1190,138
112697,2623,797,1714,144
112698,3966,1306,2673,266
112699,4291,825,2358,264
112700,3450,704,1868,220
112701,2866,600,1632,153
112702,1641,1810,2380,110
112703,1587,2275,2836,97
112704,2381,1806,2614,102
112705,1624,1580,2214,49
112706,3025,1345,2403,132
112707,2409,1898,2762,106
112708,2634,3758,4867,112
112709,2475,4461,5417,111
112710,1292,1452,1907,103
112711,2334,2437,3368,89
112712,2790,3300,4400,134
112713,2416,7034,8013,101
112714,2470,3530,4521,107
112715,2807,5562,6712,127
112716,2105,3659,4462,104
112717,1852,4134,4891,79
112718,3054,4028,5216,158
112719,2930,5102,6307,133
112720,2183,2783,3634,89
112721,1091,3867,4311,56
112722,1666,3867,4500,57
112723,2876,6507,7671,144
112724,1708,4072,4724,99
112725,2734,2437,3380,142
112726,3790,3590,5056,169
112727,2176,2582,3384,108
112728,2629,1692,2634,165
112729,1711,1884,2569,79
112730,2210,804,1568,110
112731,2000,1850,2556,102
112732,875,1114,1451,29
112733,465,676,852,22
112734,245,336,423,6
112735,156,121,164,7
112736,190,89,158,8
112737,127,68,104,6
112738,205,80,143,16
112739,554,121,319,25
112740,461,76,276,19
112741,607,81,317,24
112742,1496,207,741,87
112743,3701,649,2045,200
112744,3665,777,2065,247
112745,1547,440,926,109
113250,77,35,66,8
113251,100,21,54,6
113252,239,56,152,22
113253,592,153,389,27
113255,96,28,64,2
113256,92,53,103,2
113257,138,71,145,2
113258,168,63,134,5
113259,182,75,159,8
113260,112,67,119,1
113261,89,29,58,5
113262,193,98,173,11
113263,227,194,279,17
113264,710,193,458,53
113265,2300,562,1357,169
113266,4395,855,2402,249
113267,4405,962,2595,246
113268,4859,927,2617,293
113269,2732,972,1905,166
113270,1947,508,1200,114
113271,1343,821,1345,64
113272,1968,1342,2122,94
113273,2715,905,1847,115
113274,2660,1039,1950,143
113275,2484,595,1335,125
113276,1448,1743,2166,66
113277,1510,2217,2853,67
113278,1487,1626,2200,76
113279,2198,1599,2396,99
113280,3252,4038,5095,193
113281,2543,4438,5440,137
113282,3551,6535,7921,102
113283,2505,5259,6230,129
113284,2780,6741,7965,153
113285,2559,3373,4288,161
113286,1255,2800,3342,59
113287,1280,2998,3542,50
113288,3015,4181,5406,91
113289,2504,1847,2816,118
113290,1659,2326,2786,164
113291,2045,2253,2941,97
113292,3588,3253,4556,209
113293,1186,1052,1459,66
113294,1840,2286,2946,115
113295,2615,5930,6962,133
113296,1544,2565,3153,93
113297,1967,4098,4871,97
113298,1483,3585,4158,59
113299,3237,2405,3607,141
113300,3153,1175,2397,148
113301,2245,964,1778,119
113302,663,372,632,36
113303,192,142,226,5
113304,220,150,227,13
113305,266,110,190,30
113306,290,80,178,25
113307,532,104,294,24
113308,552,132,318,26
113309,819,127,415,35
113310,572,206,451,22
113311,541,128,299,33
113312,1989,385,1055,141
113313,2215,330,1130,140
113314,986,478,842,59
113816,370,106,269,30
113817,131,35,78,13
113818,61,29,53,1
113819,104,31,72,5
113820,322,78,191,24
113821,1080,192,579,65
113823,182,214,247,9
113824,759,754,934,14
113825,564,619,803,39
113826,544,263,472,12
113827,279,146,249,20
113828,183,63,136,8
113829,253,144,232,10
113830,332,63,200,34
113831,428,141,281,45
113832,665,170,394,54
113833,2090,280,915,155
113834,3879,601,2019,205
113835,3795,700,2116,209
113836,4319,1116,2609,227
113837,3266,1730,2899,149
113838,2449,1351,2205,142
113839,972,1639,1980,65
113840,1351,1480,1971,44
113841,1888,993,1573,108
113842,1889,717,1398,92
113843,1975,668,1263,147
113844,1994,2192,2834,105
113845,919,1433,1709,54
113846,1084,3805,4160,72
113847,2022,1439,2157,103
113848,3498,3345,4531,237
113849,2583,7623,8587,125
113850,3048,4548,5628,197
113851,2967,3484,4605,150
113852,2715,5375,6353,129
113853,2223,2530,3378,116
113854,2071,2869,3605,118
113855,2862,5207,6440,113
113856,3500,3914,5353,119
113857,1230,1057,1490,72
113858,926,1504,1811,62
113859,1720,3107,3697,76
113860,1696,2268,2883,71
113861,2288,2780,3721,124
113862,3230,1461,2660,154
113863,970,1439,1741,68
113864,955,1831,2181,37
113865,2063,5887,6790,61
113866,1503,3022,3636,81
113867,1398,2727,3302,65
113868,2017,2167,2884,127
113869,2915,1584,2736,125
113870,497,328,484,29
113871,174,157,217,7
113872,246,168,278,16
113873,567,373,570,36
113874,524,157,327,41
113875,872,208,472,50
113876,1069,172,500,91
113877,1405,261,778,73
113878,562,193,394,24
113879,469,211,363,30
113880,563,119,338,39
113881,1054,155,504,65
114383,180,56,134,9
114384,103,39,81,7
114385,86,50,78,7
114386,58,25,40,8
114387,181,44,83,20
114388,582,97,317,41
114389,419,98,270,18
114390,724,644,807,32
114391,967,870,1082,46
114392,566,603,780,33
114393,1154,630,1034,69
114394,777,323,659,29
114395,617,206,441,38
114396,569,199,445,21
114397,718,198,505,19
114398,385,92,199,14
114399,898,221,478,70
114400,1657,346,920,118
114401,2813,1012,2007,224
114402,2555,1400,2317,138
114403,2650,1396,2260,136
114404,3762,2179,3521,173
114405,4165,1604,3183,156
114406,3780,2132,3539,213
114407,1768,1689,2312,122
114408,2443,1675,2494,142
114409,1965,963,1666,120
114410,910,1971,2280,50
114411,1717,4408,5070,90
114412,1421,4077,4598,67
114413,1153,1459,1839,92
114414,3061,2889,4120,155
114415,3585,1730,2912,195
114416,3144,5732,6826,174
114417,3999,7585,9296,155
114418,3044,2716,3920,138
114419,2918,3908,5059,116
114420,2283,1826,2679,116
114421,4035,1791,3222,151
114422,2715,1610,2560,146
114423,2760,2549,3618,138
114424,2502,1673,2576,148
114425,1518,1930,2400,91
114426,1825,3769,4484,92
114427,3027,1014,2197,126
114428,3223,1598,2820,144
114429,1788,1255,1958,60
114430,1485,1735,2214,83
114431,923,1152,1497,46
114432,1757,4444,5155,69
114433,1545,1621,2169,78
114434,1575,1769,2339,76
114435,2255,1278,1965,120
114436,2316,1096,1846,139
114437,1017,1050,1336,21
114438,338,401,529,16
114439,526,313,506,29
114440,1693,421,991,83
114441,3319,766,1923,175
114442,2735,539,1460,134
114443,2831,430,1422,151
114444,4124,641,2072,222
114445,2560,823,1659,123
114446,1995,628,1246,117
114447,1093,288,658,59
114448,810,194,474,33
114946,404,205,365,24
114947,183,100,166,10
114948,87,63,94,7
114949,122,44,91,7
114950,319,78,177,31
114954,1036,606,897,86
114955,1072,566,988,55
114956,3508,799,2104,194
114957,1687,331,961,93
114958,1145,269,714,70
114959,469,132,297,28
114961,454,99,246,40
114962,693,390,673,35
114963,1113,366,767,68
114964,2234,485,1277,138
114965,1124,1107,1493,92
114966,820,678,967,53
114967,2209,954,1742,130
114968,3702,1556,2888,189
114969,3184,1510,2609,186
114970,2693,939,1884,152
114971,3158,1173,2302,187
114972,1946,2690,3396,104
114973,1301,2383,2876,64
114974,1574,3504,4130,62
114975,1634,1777,2406,84
114976,2059,2174,2879,109
114977,4268,2981,4608,195
114978,5008,1554,3236,251
114979,2980,1997,3013,164
114980,2612,4671,5676,158
114981,1764,4024,4881,99
114982,2130,2397,3226,111
114983,3766,4004,5437,178
114984,3032,1383,2436,143
114985,2474,1301,2145,165
114986,1913,2144,2800,99
114987,1007,1376,1677,66
114988,1130,1570,1970,77
114989,744,571,834,38
114990,1037,518,908,62
114991,1198,641,1091,74
114992,1721,566,1269,66
114993,1700,1119,1823,87
114994,1763,2703,3385,85
114995,2109,2173,2881,120
114996,2741,3646,4622,136
114997,3165,795,1857,188
114998,2865,704,1700,148
114999,2637,1095,1943,178
115000,2061,1443,2157,73
115001,1049,571,913,33
115002,805,379,649,47
115003,3456,892,2106,187
115004,3904,648,1948,208
115005,3143,602,1691,179
115006,5033,1079,2820,262
115007,4451,1041,2638,204
115008,3861,773,2117,195
115009,2162,428,1107,152
115010,1592,503,976,75
115011,897,247,598,42
115501,70,148,183,5
115502,432,444,589,26
115504,662,199,450,25
115505,384,175,310,30
115506,213,91,171,19
115507,182,66,135,6
115508,351,98,212,17
115513,1137,430,814,66
115514,5531,1084,3211,291
115515,5095,953,3001,188
115516,1633,316,909,102
115517,321,92,183,31
115520,525,260,455,24
115521,805,460,756,28
115522,2486,976,1829,136
115523,1779,679,1336,72
115524,1435,1173,1726,74
115525,2229,830,1792,80
115526,5121,1925,3674,278
115527,3631,1564,2856,190
115528,2167,600,1259,136
115529,3594,1410,2805,162
115530,2275,1806,2698,82
115531,2339,3880,4864,103
115532,3485,3889,5265,141
115533,3242,2183,3385,164
115534,3255,3448,4750,116
115535,4237,3128,4856,203
115536,4943,2012,3911,283
115537,2478,3821,4749,160
115538,1625,5658,6247,123
115539,1207,3938,4406,67
115540,1897,2291,2985,107
115541,2225,1714,2466,134
115542,1660,775,1330,80
115543,1346,980,1443,78
115544,1357,2573,3199,63
115545,723,1523,1800,51
115546,912,1517,1872,59
115547,572,642,847,42
115548,442,493,693,28
115549,373,427,584,12
115550,744,211,496,35
115551,1290,675,1147,70
115552,1790,1423,2116,97
115553,1707,1183,1728,96
115554,2958,1994,3044,144
115555,3140,751,1830,164
115556,2333,536,1462,96
115557,1887,628,1262,101
115558,2093,1141,1973,91
115559,640,477,768,35
115560,699,362,597,39
115561,3430,594,1864,192
115562,3579,978,2115,235
115563,3861,857,2139,212
115564,3429,1187,2318,191
115565,4555,1560,3274,236
115566,4020,1060,2421,271
115567,3108,483,1608,207
115568,2591,389,1372,155
115569,1029,168,535,62
116058,596,224,441,36
116059,988,276,680,42
116060,893,256,572,39
116064,1103,1742,2166,85
116065,6180,2281,4424,315
116066,7038,1514,4226,339
116067,2287,557,1483,117
116068,851,179,470,69
116069,557,146,370,29
116070,664,215,447,37
116071,872,273,572,63
116072,1498,514,1084,87
116073,2386,1008,1984,102
116074,2682,848,1865,133
116075,1504,1049,1616,59
116076,1300,1067,1560,59
116077,2012,2114,2812,133
116078,2325,1440,2363,131
116079,2613,1259,2191,123
116080,3937,2259,3740,170
116081,3343,6077,7337,139
116082,3527,2346,3615,176
116083,3840,1747,3156,197
116084,3577,3184,4549,151
116085,2925,4123,5402,129
116086,3852,5649,7210,193
116087,3637,2479,3835,178
116088,2711,5178,6272,116
116089,996,3659,4087,52
116090,1860,3068,3817,69
116091,1324,1882,2368,56
116092,3780,1470,2798,201
116093,2350,2292,3173,135
116094,1285,2153,2654,77
116095,1949,1876,2637,85
116096,1831,3330,4037,93
116097,805,2455,2750,38
116098,586,606,846,34
116099,349,302,484,13
116100,281,298,412,24
116101,720,742,1004,54
116102,670,587,828,37
116103,877,980,1268,49
116104,2230,1485,2139,154
116105,2598,703,1639,112
116106,4471,770,2243,266
116107,1792,393,1026,101
116108,719,446,714,37
116109,1049,715,1093,47
116110,1426,1459,2030,75
116111,2571,856,1732,121
116112,3720,597,1878,224
116113,4083,986,2581,193
116114,4538,798,2395,262
116115,3016,553,1677,173
116116,3192,921,2144,197
116117,3788,566,1909,201
116118,6306,923,3178,362
116119,4683,746,2640,260
116120,3320,792,2036,209
116613,1479,1361,1885,100
116614,5558,1742,3772,305
116615,4779,1017,2878,247
116616,6026,1199,3439,392
116617,1636,340,930,97
116618,1137,222,582,78
116619,646,163,410,42
116620,924,236,507,107
116621,2307,519,1296,126
116622,4264,1231,2768,188
116623,1393,789,1347,79
116624,1268,1094,1598,50
116625,1216,1349,1793,81
116626,2379,910,1731,122
116627,2237,1994,2883,104
116628,2307,4509,5359,93
116629,2146,1695,2527,82
116630,2542,1358,2223,147
116631,2402,774,1576,139
116632,2936,2125,3129,195
116633,1817,1437,2097,134
116634,2013,1472,2158,212
116635,3834,2793,4176,214
116636,4678,3658,5415,240
116637,2969,3648,4769,126
116638,1698,4010,4624,93
116639,2028,4075,4782,124
116640,1828,3130,3794,95
116641,2599,2280,3235,137
116642,2243,3616,4401,140
116643,1787,2628,3260,96
116644,3632,2201,3602,142
116645,2242,1989,2718,126
116646,1617,2032,2619,70
116647,637,389,619,30
116648,368,301,482,16
116649,355,214,355,37
116650,402,435,587,26
116651,695,710,973,29
116652,1315,952,1367,70
116653,2913,1022,2005,178
116654,3168,442,1485,191
116655,4135,499,1888,233
116656,2982,574,1615,118
116657,800,588,906,33
116658,853,947,1312,40
116659,737,1022,1318,33
116660,2688,1158,2139,146
116661,4622,1358,2868,320
116662,5148,1090,2907,260
116663,4382,693,2201,293
116664,3771,740,1880,239
116665,2215,605,1353,132
116666,3525,525,1680,195
116667,4082,587,2055,227
116668,2247,749,1601,107
116669,1133,708,1085,84
116672,272,59,152,27
116673,142,65,122,5
117157,4948,1121,2969,274
117158,5356,973,2877,301
117159,2283,520,1398,123
117160,707,192,475,54
117161,408,149,264,28
117162,273,144,216,19
117163,470,207,353,31
117164,1778,616,1198,108
117165,2186,730,1508,111
117166,1561,600,1196,69
117167,1176,857,1188,97
117168,1222,1484,1916,56
117169,2705,1293,2317,168
117170,2616,2213,3255,124
117171,1328,3560,4039,74
117172,1794,2066,2703,98
117173,2045,1522,2206,110
117174,1840,1472,2140,73
117175,1303,790,1321,81
117176,474,237,387,51
117177,2081,875,1679,132
117178,3750,791,2235,158
117179,4287,2131,3681,221
117180,2266,1138,1961,140
117181,2282,1188,1934,141
117182,2536,2386,3264,159
117183,1311,1869,2278,63
117184,895,1907,2211,32
117185,1491,1045,1596,80
117186,1799,1281,1928,113
117187,3620,3225,4635,150
117188,3272,2074,3381,146
117189,3036,1436,2578,152
117190,3266,912,2118,167
117191,742,386,622,42
117192,340,300,420,26
117193,370,487,641,12
117194,1068,1103,1463,70
117195,3629,1015,2258,204
117196,3893,620,1919,184
117197,4060,682,2030,227
117198,4489,648,2271,233
117199,3691,1032,2323,223
117200,847,1088,1383,36
117201,766,1077,1382,41
117202,716,1012,1303,34
117203,1157,1160,1594,61
117204,1258,1228,1661,57
117205,1639,833,1372,89
117206,2720,449,1289,156
117207,3745,629,1788,213
117208,3886,1033,2442,187
117209,4418,817,2358,220
117210,5177,747,2513,350
117211,3592,1311,2654,185
117212,1545,1469,2052,79
117214,435,154,296,39
117215,137,33,86,10
117216,173,75,132,18
117217,189,46,106,17
117700,2262,392,1211,161
117701,2239,429,1261,172
117702,531,239,403,24
117703,295,172,288,17
117704,368,290,411,27
117705,251,106,188,15
117706,522,437,606,26
117707,1384,811,1297,96
117708,2364,1343,2153,124
117709,775,581,885,38
117710,590,598,790,39
117711,1085,813,1184,77
117712,3207,883,2003,180
117713,2484,1189,2090,111
117714,3248,1636,2857,142
117715,4098,2545,3939,251
117716,3744,3311,4623,284
117717,1825,1551,2146,140
117718,760,660,1001,45
117719,297,197,302,18
117720,544,170,340,45
117721,1513,472,956,111
117722,2773,1882,2813,170
117723,2935,1426,2471,145
117724,3291,971,2102,203
117725,2007,2114,2831,113
117726,1427,2131,2643,69
117727,437,893,1070,16
117728,2418,1431,2355,105
117729,2726,1032,2005,141
117730,1956,1184,1878,111
117731,2857,1857,2904,138
117732,3821,1569,3029,168
117733,3849,1220,2586,194
117734,1414,312,851,51
117735,317,211,340,30
117736,431,201,341,28
117737,1362,857,1280,89
117738,3235,721,1791,180
117739,3273,762,1840,168
117740,3458,655,1846,165
117741,3508,629,1755,206
117742,3380,1024,2190,170
117743,795,861,1109,36
117744,488,760,916,38
117745,1313,1109,1550,90
117746,682,577,784,50
117747,619,563,737,27
117748,728,1080,1335,36
117749,1654,558,1095,92
117750,3887,667,2009,206
117751,3932,685,2149,217
117752,5550,812,2703,361
117753,4710,700,2403,289
117754,4451,770,2434,239
117755,3998,1025,2489,251
117758,454,144,349,19
117759,573,147,403,27
117760,765,100,366,42
117761,444,66,207,39
117762,358,47,160,23
117763,321,37,131,20
118241,529,373,556,28
118242,293,130,243,17
118243,522,521,726,24
118244,319,267,374,9
118245,453,622,773,19
118246,651,839,1040,46
118247,513,741,891,40
118248,1825,715,1309,107
118249,1486,968,1527,71
118250,526,374,564,30
118251,337,276,367,23
118252,1002,558,917,71
118253,1938,1023,1655,110
118254,1880,4555,5320,90
118255,4030,1641,3051,197
118256,4686,1979,3737,204
118257,3441,1482,2670,209
118258,2376,624,1361,133
118259,515,122,299,28
118260,250,94,182,22
118261,780,118,426,35
118262,1945,610,1252,124
118263,2678,665,1626,134
118264,3669,1004,2296,206
118265,4021,1511,2902,225
118266,2149,1248,1972,136
118267,1668,3537,4172,110
118268,316,512,617,25
118269,1953,921,1659,84
118270,3683,1328,2512,235
118271,1805,976,1605,89
118272,2406,1465,2367,107
118273,3067,1278,2365,139
118274,1856,535,1188,107
118275,1344,375,874,83
118276,475,199,361,27
118277,444,124,277,28
118278,662,138,364,40
118279,1217,239,596,78
118280,1623,303,824,78
118281,1453,259,724,67
118282,2620,644,1498,141
118283,1068,1300,1693,43
118284,421,208,359,31
118285,1008,455,832,56
118286,2824,514,1451,164
118287,1218,372,747,83
118288,1127,681,1056,80
118289,629,669,899,27
118290,1804,662,1280,81
118291,3271,689,1746,177
118292,2179,407,1213,125
118293,3106,547,1722,176
118294,3554,498,1722,217
118295,3725,506,1818,210
118296,2066,346,1070,131
118300,1223,156,643,75
118772,2354,425,1179,138
118773,2143,428,1037,135
118777,472,386,530,21
118778,603,606,794,28
118779,549,652,819,38
118780,500,641,802,25
118781,1930,2375,3048,98
118782,1256,1941,2382,59
118783,809,922,1238,35
118784,2493,1009,1826,120
118785,1225,485,912,62
118786,419,250,366,13
118787,520,284,462,34
118788,1044,362,759,63
118789,1460,578,1148,65
118790,1319,2150,2598,62
118791,1827,1956,2686,85
118792,3330,1787,2900,202
118793,2850,653,1527,177
118794,2444,387,1125,161
118795,328,90,207,9
118796,164,60,114,7
118797,810,169,440,52
118798,2412,477,1447,134
118799,4045,1012,2563,210
118800,5273,848,2797,257
118801,4983,1193,2991,273
118802,4231,759,2347,222
118803,1346,400,821,73
118804,576,343,549,62
118805,1074,390,774,67
118806,1297,741,1201,74
118807,1130,1245,1658,63
118808,1130,934,1350,54
118809,2037,1106,1904,88
118810,1835,1269,1946,93
118811,1937,806,1501,89
118812,344,109,230,25
118813,411,75,217,29
118814,296,80,165,16
118815,304,62,149,28
118816,476,82,237,15
118817,625,129,320,44
118818,570,145,346,33
118819,301,417,512,16
118820,220,121,188,14
118821,791,169,474,26
118822,2923,418,1447,158
118823,2295,353,1231,120
118824,1334,411,888,87
118825,653,415,664,52
118826,544,221,418,22
118827,380,53,183,19
118828,1324,246,736,59
118829,4114,640,2264,239
118830,5048,631,2441,360
118831,3093,491,1517,231
119305,3270,898,2158,206
119306,2589,409,1293,171
119307,922,188,477,65
119308,1772,455,902,117
119309,1799,649,1169,93
119310,616,437,618,23
119311,572,486,629,35
119312,487,1085,1251,18
119313,664,1463,1684,51
119314,759,620,911,46
119315,1384,874,1306,103
119316,1452,1768,2167,65
119317,1151,1819,2219,59
119318,2506,1387,2288,134
119319,1597,386,965,92
119320,396,219,371,17
119321,553,324,517,18
119322,882,427,758,56
119323,1681,798,1388,99
119324,1368,937,1338,87
119325,2125,2082,2874,101
119326,2803,2181,3215,142
119327,3819,1032,2301,269
119328,2307,463,1287,161
119329,279,54,140,27
119330,588,222,439,28
119331,456,185,353,21
119332,1155,251,610,74
119333,3429,520,1716,209
119334,2511,502,1427,138
119335,3733,696,2008,236
119336,2175,785,1603,109
119337,959,485,793,60
119338,372,236,377,23
119339,229,294,399,8
119340,609,671,893,27
119341,880,1158,1468,44
119342,1116,716,1143,70
119343,2157,1259,2029,136
119344,2768,577,1556,168
119345,2302,724,1486,148
119346,395,219,373,24
119347,248,103,190,17
119348,207,85,152,9
119349,112,70,108,9
119350,232,69,168,7
119351,239,116,197,4
119352,207,90,185,2
119353,101,108,144,7
119354,176,93,151,0
119355,249,93,196,12
119356,500,53,205,41
119357,925,132,417,68
119358,569,126,325,45
119359,274,147,239,35
119360,175,74,139,8
119361,275,67,171,11
119362,410,138,278,27
119363,1721,262,910,135
119364,1912,249,902,115
119365,1586,160,774,115
119837,2174,427,1226,127
119838,4637,645,2336,316
119839,1004,234,547,68
119840,807,271,586,30
119841,1297,267,676,95
119842,1038,279,572,61
119843,1030,480,806,76
119844,1098,1636,2027,80
119845,1258,2132,2654,87
119846,1460,549,1014,95
119847,1361,1057,1452,111
119848,1712,2606,3150,105
119849,1212,2022,2455,59
119850,1774,1334,2032,99
119851,1888,778,1443,116
119852,804,402,712,39
119853,835,502,756,41
119854,1468,863,1352,81
119855,1687,1526,2132,82
119856,1939,2097,2783,76
119857,2221,2136,2989,153
119858,1662,1573,2155,124
119859,5681,1561,3412,434
119860,4884,771,2506,283
119861,1468,401,941,95
119862,1167,766,1206,71
119863,1124,1187,1576,77
119864,1123,297,645,100
119865,1855,297,850,133
119866,1623,430,1004,64
119867,1230,285,603,52
119868,925,359,659,53
119869,575,399,614,38
119870,349,435,555,19
119871,197,387,462,12
119872,457,855,1047,11
119873,1163,1103,1475,52
119874,2272,955,1650,113
119875,1406,651,1123,97
119876,2855,770,1679,197
119877,2569,681,1636,119
119878,304,106,213,13
119879,271,157,245,16
119880,221,180,259,19
119881,87,51,79,5
119882,118,46,94,9
119883,140,33,75,5
119884,117,45,86,3
119885,81,37,68,2
119886,110,79,113,6
119887,168,160,221,12
119888,276,57,150,16
119889,373,59,189,19
119890,303,138,259,12
119891,191,59,122,10
119892,132,36,67,8
119893,148,44,96,9
119894,150,56,107,5
119895,354,67,181,16
119896,1086,158,562,64
120369,1729,410,1044,118
120370,1919,374,966,131
120371,2960,599,1529,201
120372,1107,286,619,42
120373,5650,1134,3090,304
120374,2420,541,1268,144
120375,1436,466,1008,88
120376,1728,695,1213,145
120377,1775,1125,1665,149
120378,1930,1145,1802,142
120379,852,308,609,42
120380,2394,1136,1906,161
120381,1755,1259,1913,81
120382,1313,932,1501,69
120383,2343,844,1649,128
120384,1542,761,1272,111
120385,1527,862,1430,78
120386,1837,2613,3318,76
120387,3298,3384,4518,159
120388,1676,1472,2049,74
120389,804,1672,1971,49
120390,1568,1287,1848,99
120391,3105,837,1944,181
120392,4862,846,2671,288
120393,2578,535,1471,185
120394,2431,753,1700,135
120395,1344,856,1423,68
120396,580,142,322,45
120397,1369,359,797,112
120398,2503,1193,2058,116
120399,791,347,585,42
120400,413,259,383,22
120401,225,181,264,20
120402,344,331,451,18
120403,317,312,417,16
120404,798,640,909,42
120405,1126,797,1098,59
120406,1112,944,1317,58
120407,1092,1180,1536,77
120408,1851,871,1527,112
120409,1107,520,907,50
120410,477,438,625,24
120411,214,122,214,16
120412,169,111,176,9
120413,89,62,110,0
120414,112,44,70,7
120415,79,18,50,2
120416,71,21,45,2
120417,69,42,72,1
120418,84,97,125,4
120419,73,90,123,3
120420,151,70,127,6
120421,214,71,149,23
120422,143,30,74,3
120423,63,12,26,14
120424,28,0,0,0
120425,39,0,15,0
120426,46,4,15,3
120898,4307,630,2074,259
120899,4062,688,2022,224
120900,5677,962,2826,292
120901,3695,657,1721,239
120902,3135,1182,2188,180
120903,1297,324,736,67
120904,1521,332,780,109
120905,2425,499,1342,185
120906,1878,371,974,141
120907,2392,526,1429,145
120908,4524,904,2623,231
120909,4456,923,2510,268
120910,2913,901,1982,123
120911,3218,969,2180,163
120912,1607,416,962,80
120913,1170,425,855,68
120914,1950,672,1402,110
120915,2801,1414,2435,123
120916,3290,1670,2838,135
120917,1604,825,1446,87
120918,1467,779,1313,84
120919,1174,306,675,77
120920,2021,908,1638,138
120921,1791,1037,1685,132
120922,2051,799,1479,141
120923,3382,670,1821,217
120924,3099,527,1647,172
120925,2581,661,1481,149
120926,2538,1335,2292,120
120927,2355,1654,2464,152
120928,1811,989,1572,148
120929,522,451,617,44
120930,287,240,351,14
120931,502,443,659,13
120932,496,356,565,19
120933,673,547,746,21
120934,935,651,988,15
120935,1042,835,1192,52
120936,1189,2297,2722,54
120937,855,962,1278,27
120938,617,691,971,24
120939,353,344,491,16
120940,327,254,372,14
120941,183,121,201,7
120942,104,54,95,4
120943,86,23,53,4
120944,62,17,41,1
120945,26,18,26,1
120946,29,18,27,1
120947,26,37,53,1
120948,39,52,66,4
120949,49,54,67,7
120950,56,63,81,0
120951,49,26,41,3
120952,9,0,0,0
120953,11,8,12,0
120954,35,12,23,0
121428,1516,205,723,99
121429,7445,1256,3748,421
121430,6488,1388,3610,382
121431,4106,749,2211,221
121432,3290,517,1519,212
121433,798,282,545,54
121434,525,252,412,39
121435,671,180,393,44
121436,2063,390,1047,143
121437,4104,626,2115,223
121438,7065,1151,3644,388
121439,4740,963,2734,196
121440,5430,1087,3002,290
